Do you consent to participate in this study?,"Section 1: Core Focus
Q1. On average, how long can you stay focused on a single task before getting distracted?",Q2. What distracts you most often during the day? (Select up to 3. If 'Other' please specify.),Q3. How often do you feel frustrated because you canâ€™t stay focused long enough to finish important tasks?,Q4 How often do you feel drained even on days you havent worked,Q5. How often do you feel busy all day but accomplish little of real importance?,"Section 3: Values Alignment
Q6. To what extent do you feel your daily tasks align with your personal values?","Q7. When your work or activities reflect your values, how does it affect your focus?","Section 4: Coping & Behaviors
Q8. Which strategies do you currently use to manage distractions? (Select all that apply)","Section 5: Open Reflection
Q9. If you could change one thing to improve your ability to focus, what would it be? (Open text)",Q10. Whatâ€™s one word that best describes how you feel when you lose focus? (Open text),"Section 6: Demographics
Q11. What is your age?",Q12. What is your gender?,Q13. What is your current employment status?,Q14. Which country/region do you live in?,Q15 Do you feel confident you could name your top 3 values,"Q16a. Please try listing up to 3 values that are most important to you. Don't worry if youâ€™re not sure, just write what comes to mind.",Q16b. Please list a second personal value (Value 2 â€“ optional),Q16c. Please list a third personal value (Value 3 â€“ optional),Started at,Completed at,Reviewed at,Archived at,Time taken,Age,Sex,Ethnicity simplified,Country of residence,Nationality,Language,Employment status
"Yes, I consent",11â€“20 minutes,"Background noise / environment, Internal thoughts/worries",Sometimes,Sometimes,Often,Somewhat misaligned,I feel somewhat more focused,"Working in quiet spaces, Aligning tasks with personal priorities or values",It would probably be to block out distracting thoughts that are unrelated to the task at hand. I think of other stuff that I have to do and that prevents me from staying focused.,disorganized,35 - 44,Male,Employed full-time,United States,"No, not at all","authenticity, reliability, ingenuity",accountability,open-mindedness,2025-09-03T09:18:08.395000Z,2025-09-03T09:27:48.668000Z,,2025-09-03T09:27:49.585959Z,581,36,Male,White,United States,United States,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Background noise / environment, Colleagues, family, or friends",Sometimes,Sometimes,Sometimes,Somewhat misaligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces",Reduce/eliminate background wherever I'm working ,Generally I feel frustrated that my focus and productivity have been lost due to outside distractions,45 - 54,Male,Employed full-time,United Kingdom,Yes definitely,Honesty,Generosity,Compassion,2025-09-03T09:22:48.556000Z,2025-09-03T09:27:58.322000Z,,2025-09-03T09:27:58.780003Z,310,53,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Colleagues, family, or friends, Internal thoughts/worries",Rarely,Sometimes,Sometimes,Somewhat aligned,Neutral,"Working in quiet spaces, Taking breaks / exercise",having my own office would be great ,i can feel annoyed but i try to calm myself down by taking a moment to self meditate,35 - 44,Male,Employed full-time,uk,Yes definitely,responsibility,honesty,disipline,2025-09-03T09:19:58.633000Z,2025-09-03T09:28:11.639000Z,,2025-09-03T09:28:12.132198Z,494,43,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Background noise / environment, Colleagues, family, or friends, Internal thoughts/worries",Sometimes,Sometimes,Rarely,Somewhat misaligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces",Have a job environment aligned to mu values.,Frustrated ,45 - 54,Male,Employed full-time,"Scotland, UK",Somewhat,Honesty,Inclusion ,Trust,2025-09-03T09:21:07.331000Z,2025-09-03T09:29:45.450000Z,,2025-09-03T09:29:45.875279Z,519,48,Male,White,United Kingdom,Latvia,English,Full-Time
"Yes, I consent",21â€“30 minutes,"Background noise / environment, Colleagues, family, or friends",Rarely,Rarely,Rarely,Somewhat aligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",My place of abode/work. Having a view like an ocean in a quiet place like a beach house.,I feel I have underachieved.,25 - 34,Male,Employed full-time,UK,Yes definitely,Honesty,Upright,Humility,2025-09-03T09:13:31.316000Z,2025-09-03T09:28:05.714000Z,,2025-09-03T09:28:06.288410Z,875,34,Male,Black,United Kingdom,Nigeria,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Email or messaging apps, Background noise / environment",Sometimes,Sometimes,Often,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise",Block out all background noise.,Frustrated,35 - 44,Male,Employed full-time,USA,Yes definitely,Respect,Honesty,Empathy,2025-09-03T09:20:04.812000Z,2025-09-03T09:29:05.641000Z,,2025-09-03T09:29:06.026819Z,541,43,Male,Black,United States,United States,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Social media scrolling, Background noise / environment, Internal thoughts/worries",Rarely,Rarely,Rarely,Very strongly aligned,I feel somewhat more focused,"Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",I would try to include short breaks where I can step outside the office and walk around a bit. Getting some fresh air and a change of scenery would help me reset and stay more focused when I return to work.,Frustrated.,25 - 34,Male,Employed full-time,The U.S.,Yes definitely,Honesty,Family,Personal growth,2025-09-03T09:09:54.262000Z,2025-09-03T09:28:01.943000Z,,2025-09-03T09:28:02.583305Z,1088,31,Male,Black,United States,United States,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Background noise / environment, Colleagues, family, or friends, Internal thoughts/worries",Often,Often,Rarely,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Taking breaks / exercise, Aligning tasks with personal priorities or values",To switch off my mind and just 100% plug in.,Stressed,18 - 24,Female,Unemployed,United Kingdom,Not really,Respect,Communication ,Understanding ,2025-09-03T09:20:58.895000Z,2025-09-03T09:29:06.612000Z,,2025-09-03T09:29:07.192889Z,488,21,Female,Mixed,United Kingdom,United Kingdom,English,Other
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Colleagues, family, or friends, Internal thoughts/worries",Sometimes,Often,Often,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Try and clear my mind before I start a task so I donâ€™t suddenly start to think about something and get distracted,frustrated,25 - 34,Male,Employed part-time,UK,Somewhat,trust,honestly,kindness,2025-09-03T09:20:44.310000Z,2025-09-03T09:28:56.740000Z,,2025-09-03T09:28:57.119151Z,493,27,Male,White,United Kingdom,Poland,English,Part-Time
"Yes, I consent",More than 30 minutes,Multitasking / switching tasks,Rarely,Rarely,Rarely,Very strongly aligned,I feel somewhat more focused,"Working in quiet spaces, Taking breaks / exercise",try not to do so much all at once,irksome,45 - 54,Female,Employed full-time,united states,Yes definitely,"honesty, promptness, honor(integrity)",,,2025-09-03T09:22:51.932000Z,2025-09-03T09:29:08.692000Z,,2025-09-03T09:29:09.255869Z,377,46,Female,Black,United States,United States,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Colleagues, family, or friends, Internal thoughts/worries",Often,Almost always,Almost always,Somewhat aligned,I feel somewhat more focused,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values","I wish there were less tasks demanding my attention all at once. It's not the I so much as luck the ability to focus, but I need to get pulled away from what I'm doing constantly to attend to something else.",Frustrating,25 - 34,Female,Self-employed,"USA, Pacific",Yes definitely,"Hedonism, creativity, integrity",Intentionality,Persistence ,2025-09-03T09:13:32.652000Z,2025-09-03T09:28:28.640000Z,,2025-09-03T09:28:29.192420Z,896,30,Female,White,United States,United States,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Social media scrolling, Colleagues, family, or friends",Rarely,Rarely,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise","Iâ€™d change the mental load of constantly having to navigate bias, whether itâ€™s subtle. Itâ€™s not just about staying focused on the task; itâ€™s about staying focused while also managing how Iâ€™m perceived, how Iâ€™m spoken to, and whether Iâ€™m being given the same opportunities to succeed. That background noise takes energy. If I could quiet that, if I could walk into every room knowing Iâ€™m seen for my talent and not my skin, Iâ€™d have a clearer headspace to thrive.","Itâ€™s that feeling when your thoughts are darting in ten directions, and none of them are landing. You know what you should be doing, but your mindâ€™s playing hopscotch across distractions. Itâ€™s not quite overwhelmed, not quite bored, just scattered.",35 - 44,Male,Employed full-time,United states/Christianity,Yes definitely,Integrity,Growth,Curiosity,2025-09-03T09:13:20.145000Z,2025-09-03T09:29:25.239000Z,,2025-09-03T09:29:25.646851Z,966,37,Male,Black,United States,United States,English,Full-Time
"Yes, I consent",More than 30 minutes,"Email or messaging apps, Background noise / environment, Colleagues, family, or friends",Rarely,Rarely,Rarely,Somewhat aligned,Neutral,"Working in quiet spaces, Taking breaks / exercise",To get a fully soundproof room where no outside noise could get in. ,Annoyed,25 - 34,Male,Employed full-time,"United States, Midwest",Yes definitely,Freedom,Loyalty,Creativity,2025-09-03T09:25:14.695000Z,2025-09-03T09:28:43.023000Z,,2025-09-03T09:28:43.424194Z,209,30,Male,White,United States,United States,English,Full-Time
"Yes, I consent",Less than 5 minutes,"Multitasking / switching tasks, Background noise / environment, Internal thoughts/worries",Often,Almost always,Almost always,Neutral,Neutral,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise",Having more energy and less anxiety,Frustrated,25 - 34,Female,Unemployed,United States,Somewhat,Freedom,Honesty,Individuality,2025-09-03T09:23:17.390000Z,2025-09-03T09:28:50.455000Z,,2025-09-03T09:28:50.837089Z,334,32,Female,White,United States,United States,English,Unemployed (and job seeking)
"Yes, I consent",11â€“20 minutes,"Email or messaging apps, Social media scrolling, Background noise / environment",Sometimes,Almost always,Rarely,Somewhat misaligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces",Less distractions from colleagues ,Frustrated ,25 - 34,Female,Employed full-time,UK,Not really,Kindness,Openness,Determination ,2025-09-03T09:26:35.521000Z,2025-09-03T09:29:01.137000Z,,2025-09-03T09:29:01.534304Z,146,33,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Background noise / environment, Colleagues, family, or friends, Internal thoughts/worries",Sometimes,Sometimes,Often,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",no interruptions ,Irritated,55 +,Female,Employed full-time,UK Whitby,Somewhat,Honesty,Traditional,caring,2025-09-03T09:09:13.126000Z,2025-09-03T09:29:30.360000Z,,2025-09-03T09:29:30.805787Z,1218,61,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",5â€“10 minutes,"Email or messaging apps, Background noise / environment, Colleagues, family, or friends",Sometimes,Sometimes,Often,Somewhat misaligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise",Work in a quieter space,Frustrated,45 - 54,Female,Self-employed,United Kingdom ,Somewhat,Integrity,Kindness,Trustworthiness ,2025-09-03T09:22:53.565000Z,2025-09-03T09:29:26.032000Z,,2025-09-03T09:29:26.403075Z,393,52,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Email or messaging apps, Social media scrolling",Rarely,Often,Rarely,Somewhat aligned,I feel much more focused and energized,Working in quiet spaces,Turn my phone off ,Distracted ,35 - 44,Female,Employed part-time,UK,Somewhat,loyalty,trust,contentment,2025-09-03T09:24:41.727000Z,2025-09-03T09:29:20.574000Z,,2025-09-03T09:29:20.991646Z,279,41,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",11â€“20 minutes,"Background noise / environment, Colleagues, family, or friends, Internal thoughts/worries",Sometimes,Sometimes,Sometimes,Neutral,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Less noise,Frustrated ,45 - 54,Female,Unemployed,United States ,Somewhat,Honesty,Kindness ,Loyalty ,2025-09-03T09:22:55.204000Z,2025-09-03T09:29:24.410000Z,,2025-09-03T09:29:24.788647Z,390,52,Female,White,United States,United States,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",More than 30 minutes,Multitasking / switching tasks,Sometimes,Sometimes,Sometimes,Neutral,I feel somewhat more focused,None of the above,Not switching between tasks when bored,frustrated,25 - 34,Female,Unemployed,uk,Not really,honesty,kindness,loyalty,2025-09-03T09:09:17.216000Z,2025-09-03T09:31:20.568000Z,,2025-09-03T09:31:21.025855Z,1324,28,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Social media scrolling, Housework or errands ",Often,Almost always,Often,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers, Taking breaks / exercise",How long I can focus for without becoming bored ,Frustrated ,25 - 34,Female,Employed part-time,United Kingdom ,Somewhat,Kindness,Loyalty ,Honesty,2025-09-03T09:26:50.273000Z,2025-09-03T09:29:38.386000Z,,2025-09-03T09:29:38.775992Z,169,31,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Email or messaging apps, Background noise / environment, Internal thoughts/worries",Often,Sometimes,Sometimes,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Quieter workspace when working from home.,Annoyed,25 - 34,Female,Employed full-time,UK,Yes definitely,Kindness,Loyalty ,Happiness ,2025-09-03T09:09:17.449000Z,2025-09-03T09:29:44.562000Z,,2025-09-03T09:29:44.964905Z,1228,28,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Multitasking / switching tasks, Internal thoughts/worries",Often,Often,Often,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Scheduling focus time / using timers, Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",I would design an app that schedules my daily tasks around my natural best times of focus.,Frustrated,25 - 34,Male,Employed full-time,USA,Somewhat,Loyalty,Commitment,Honesty,2025-09-03T09:25:02.659000Z,2025-09-03T09:29:36.362000Z,,2025-09-03T09:29:36.954843Z,274,29,Male,White,United States,United States,English,Full-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Colleagues, family, or friends",Rarely,Never,Never,Very strongly aligned,I feel much more focused and energized,Silencing notifications,It would be to be left alone to focus on the tasks I want to complete rather than other tasks being asked of me along the way.,Frustrated,25 - 34,Male,Employed full-time,United Kingdom,Somewhat,Integrity. Honesty. Happiness.,,,2025-09-03T09:24:40.674000Z,2025-09-03T09:29:59.075000Z,,2025-09-03T09:29:59.468347Z,319,29,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",21â€“30 minutes,"Email or messaging apps, Multitasking / switching tasks, pets",Often,Almost always,Often,Neutral,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise",Work out of home,frustrated,45 - 54,Female,Employed full-time,uk,Yes definitely,"kindness, equality, relationships",,,2025-09-03T09:15:51.547000Z,2025-09-03T09:30:06.931000Z,,2025-09-03T09:30:07.432778Z,856,46,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,Internal thoughts/worries,Sometimes,Rarely,Rarely,Neutral,Neutral,None of the above,Learn to ignore thoughts and worrying about other tasks.,Frustrated.,35 - 44,Male,Employed full-time,England,"No, not at all","Loyalty, Independence, Self-sufficiency ",Self-reliance,Discipline,2025-09-03T09:26:57.491000Z,2025-09-03T09:30:37.852000Z,,2025-09-03T09:30:38.215103Z,221,37,Male,DATA_EXPIRED,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,Multitasking / switching tasks,Rarely,Often,Rarely,Somewhat misaligned,I feel much more focused and energized,Taking breaks / exercise,I would like to be more focused when I work from home.,frustrated,45 - 54,Female,Employed full-time,United States,"No, not at all",loyalty,being humble,caring for others,2025-09-03T09:16:44.391000Z,2025-09-03T09:30:26.072000Z,,2025-09-03T09:30:26.476579Z,822,47,Female,White,United States,United States,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Email or messaging apps, Multitasking / switching tasks",Often,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Working in quiet spaces, Taking breaks / exercise",Just make it so I don't get distracted so easily. Not sure how that would work.,annoyed,55 +,Female,Employed part-time,usa,Somewhat,"honesty, compassion, gratitude",,,2025-09-03T09:12:23.406000Z,2025-09-03T09:30:57.616000Z,,2025-09-03T09:30:58.002805Z,1115,68,Female,White,United States,United States,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Multitasking / switching tasks, Internal thoughts/worries",Sometimes,Sometimes,Rarely,Somewhat aligned,I feel somewhat more focused,Taking breaks / exercise,To have a specific work space that is my 'focus' space,drifting,55 +,Male,Employed part-time,North West England,Somewhat,authenticity,Emotional security,Financial security,2025-09-03T09:25:26.453000Z,2025-09-03T09:31:07.042000Z,,2025-09-03T09:31:07.440845Z,341,59,Male,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Internal thoughts/worries",Sometimes,Sometimes,Sometimes,Somewhat misaligned,I feel much more focused and energized,"Working in quiet spaces, Taking breaks / exercise, Aligning tasks with personal priorities or values",Rewards for doing the task I'm avoiding,Like I'd rather be doing anything else,25 - 34,Female,Employed part-time,"United Kingdom, South East",Yes definitely,integrity,kindness,compassion,2025-09-03T09:26:55.724000Z,2025-09-03T09:31:15.726000Z,,2025-09-03T09:31:16.096789Z,261,27,Female,White,United Kingdom,United Kingdom,English,"Not in paid work (e.g. homemaker', 'retired or disabled)"
"Yes, I consent",21â€“30 minutes,my cat,Rarely,Sometimes,Sometimes,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Not having people talking in the background at work,cross,55 +,Female,Employed part-time,UK London,Somewhat,loyalty   ,empathy,fairness,2025-09-03T09:25:30.186000Z,2025-09-03T09:31:56.727000Z,,2025-09-03T09:31:57.165581Z,387,64,Female,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Multitasking / switching tasks",Sometimes,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,"Scheduling focus time / using timers, Taking breaks / exercise",The ability to focus on one specific task at a time without doing too many and taking too long to get any done.,frustration,25 - 34,Female,Employed full-time,west midlands,Somewhat,family,stability,health,2025-09-03T09:28:57.060000Z,2025-09-03T09:31:09.372000Z,,2025-09-03T09:31:09.757094Z,133,29,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Smartphone notifications, Social media scrolling, Background noise / environment",Sometimes,Sometimes,Often,Neutral,I feel somewhat more focused,"Scheduling focus time / using timers, Taking breaks / exercise",Turning off my phone,Frustrated,18 - 24,Male,Employed full-time,UK,Yes definitely,Motivation,Discipline,Loyal,2025-09-03T09:10:24.954000Z,2025-09-03T09:31:33.389000Z,,2025-09-03T09:31:33.795956Z,1269,23,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Social media scrolling, Internal thoughts/worries",Sometimes,Sometimes,Rarely,Somewhat misaligned,I feel somewhat more focused,"Taking breaks / exercise, Aligning tasks with personal priorities or values",Wipe social media off the face of the earth,Annoyed,25 - 34,Male,Employed full-time,United Kingdom,Somewhat,"Loyal, kind, smart",Ambitious,,2025-09-03T09:27:23.942000Z,2025-09-03T09:31:54.148000Z,,2025-09-03T09:31:54.568324Z,271,26,Male,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Multitasking / switching tasks, Background noise / environment, Colleagues, family, or friends",Rarely,Rarely,Rarely,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Work in a quiet place on my own,Frustrated,55 +,Male,Other,England,Somewhat,family happiness,good health,Good outside interests,2025-09-03T09:24:46.695000Z,2025-09-03T09:32:18.415000Z,,2025-09-03T09:32:18.839392Z,452,66,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Multitasking / switching tasks, Colleagues, family, or friends, Internal thoughts/worries",Rarely,Rarely,Rarely,Somewhat aligned,Neutral,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Be more assertive,Annoyed,55 +,Male,Self-employed,united kingdom,Not really,Family,Fairness,Self reliance,2025-09-03T09:23:29.996000Z,2025-09-03T09:32:06.023000Z,,2025-09-03T09:32:06.441932Z,517,63,Male,White,United Kingdom,United Kingdom,English,Part-Time
"Yes, I consent",More than 30 minutes,"Smartphone notifications, Background noise / environment, Colleagues, family, or friends",Almost always,Sometimes,Often,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Using apps/tools to block distractions, Taking breaks / exercise, Aligning tasks with personal priorities or values",Talkative ,Upset ,45 - 54,Female,Employed full-time,United Kingdom - Yorkshire ,Yes definitely,Honesty,Trustworthy ,Kindness ,2025-09-03T09:23:39.792000Z,2025-09-03T09:32:10.831000Z,,2025-09-03T09:32:11.261029Z,512,52,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Email or messaging apps, Social media scrolling",Often,Often,Often,Neutral,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Aligning tasks with personal priorities or values",To get settled down into work more quickly,frustrated,45 - 54,Female,Self-employed,United Kingdom / Cornwall,Somewhat,Integrity,fairness,financial security,2025-09-03T09:08:59.935000Z,2025-09-03T09:31:47.132000Z,,2025-09-03T09:31:47.511971Z,1368,50,Female,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Email or messaging apps, Background noise / environment",Never,Sometimes,Sometimes,Somewhat misaligned,No noticeable difference,Working in quiet spaces,Less distractions from work,frustrated,35 - 44,Male,Employed full-time,Ireland,"No, not at all",Family,,,2025-09-03T09:18:26.107000Z,2025-09-03T09:31:55.653000Z,,2025-09-03T09:31:56.030670Z,810,39,Male,White,Ireland,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",More than 30 minutes,"Background noise / environment, Colleagues, family, or friends",Rarely,Sometimes,Sometimes,Somewhat aligned,I feel somewhat more focused,Working in quiet spaces,better concentration,frustrated,45 - 54,Male,Other,NW England,Somewhat,Loyalty  ,compassion,kindness,2025-09-03T09:16:02.664000Z,2025-09-03T09:32:35.686000Z,,2025-09-03T09:32:36.098189Z,994,50,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,"Social media scrolling, Background noise / environment, Colleagues, family, or friends",Sometimes,Rarely,Rarely,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces, Aligning tasks with personal priorities or values",I would like to develop the ability to ignore distractions from social media while im working on a task,Frustrated,35 - 44,Female,Employed full-time,Ireland,Yes definitely,"Honesty, dependability, drive for self improvement",,,2025-09-03T09:26:48.354000Z,2025-09-03T09:32:49.073000Z,,2025-09-03T09:32:49.435751Z,361,38,Female,Black,Ireland,Ireland,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Email or messaging apps, Background noise / environment",Sometimes,Often,Sometimes,Very strongly aligned,I feel much more focused and energized,"Silencing notifications, Taking breaks / exercise",It would be to have apps to help with this.,lost,35 - 44,Male,Employed full-time,northern ireland,Yes definitely,honour,,,2025-09-03T09:08:47.840000Z,2025-09-03T09:32:38.185000Z,,2025-09-03T09:32:38.578732Z,1431,41,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",More than 30 minutes,"Social media scrolling, Colleagues, family, or friends",Rarely,Sometimes,Rarely,Somewhat aligned,No noticeable difference,Taking breaks / exercise,less screen time,annoyed,25 - 34,Female,Employed full-time,United Kingdom ,Not really,trust ,happiness,kindness,2025-09-03T09:28:46.355000Z,2025-09-03T09:32:50.817000Z,,2025-09-03T09:32:51.629610Z,245,31,Female,Asian,United Kingdom,United Kingdom,Punjabi,Full-Time
"Yes, I consent",More than 30 minutes,"Background noise / environment, Colleagues, family, or friends, Internal thoughts/worries",Rarely,Rarely,Sometimes,Somewhat aligned,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces","I would like to be better able to multitask. Keep focused on my main task while dealing with a phone call at the same time, for example.",Irritated,35 - 44,Male,Employed full-time,United Kingdom,Somewhat,Integrity,Compassion,Stoicism,2025-09-03T09:24:58.300000Z,2025-09-03T09:32:24.805000Z,,2025-09-03T09:32:25.222419Z,447,39,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",21â€“30 minutes,"Colleagues, family, or friends",Rarely,Sometimes,Rarely,Somewhat aligned,I feel somewhat more focused,Silencing notifications,To be comfortable enough to turn off mobile phone for a lengthier period,Frustrated,45 - 54,Female,Employed full-time,United Kingdom ,Yes definitely,Trust ,Transparency ,Honesty ,2025-09-03T09:28:32.990000Z,2025-09-03T09:32:57.344000Z,,2025-09-03T09:32:57.751182Z,265,53,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Email or messaging apps, Social media scrolling",Sometimes,Sometimes,Sometimes,Neutral,I feel somewhat more focused,"Silencing notifications, Working in quiet spaces, Taking breaks / exercise",Scroll less on social media. Learn to control my focus.,Frustrated,25 - 34,Prefer not to say,Employed full-time,UK,Somewhat,Listening,Empathy,Determination,2025-09-03T09:23:52.300000Z,2025-09-03T09:32:22.693000Z,,2025-09-03T09:32:23.087762Z,511,29,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",11â€“20 minutes,Multitasking / switching tasks,Sometimes,Rarely,Sometimes,Somewhat misaligned,I feel somewhat more focused,None of the above,I would like to be able to get away from a computer screen more often,distractions,55 +,Male,Self-employed,UK,Not really,peace,integrity,,2025-09-03T09:26:01.189000Z,2025-09-03T09:33:46.936000Z,,2025-09-03T09:33:47.314314Z,466,61,Male,White,United Kingdom,United Kingdom,English,DATA_EXPIRED
"Yes, I consent",5â€“10 minutes,"Smartphone notifications, Background noise / environment",Often,Sometimes,Sometimes,Somewhat aligned,I feel much more focused and energized,"Silencing notifications, Working in quiet spaces",To work with headphones on more often to block out surrounding noise,Annoyed,35 - 44,Male,Employed full-time,United Kingdom,Yes definitely,Family orientated,Being Kind,Always honest,2025-09-03T09:09:59.191000Z,2025-09-03T09:33:38.431000Z,,2025-09-03T09:33:38.834092Z,1420,35,Male,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",21â€“30 minutes,"Smartphone notifications, Social media scrolling, Background noise / environment",Sometimes,Rarely,Sometimes,Somewhat aligned,I feel somewhat more focused,Scheduling focus time / using timers,Being better at leaving my phone in another room,Lazy ,25 - 34,Female,Employed full-time,England - East Midlands,Somewhat,Kindness,Honesty,Empathy,2025-09-03T09:30:37.722000Z,2025-09-03T09:33:55.362000Z,,2025-09-03T09:33:55.779391Z,198,32,Female,White,United Kingdom,United Kingdom,English,Full-Time
"Yes, I consent",21â€“30 minutes,"Email or messaging apps, Social media scrolling, Multitasking / switching tasks",Rarely,Often,Sometimes,Somewhat aligned,Neutral,"Silencing notifications, Working in quiet spaces",Being able to resist certain distractions better.,Annoyed,25 - 34,Female,Employed full-time,England,Yes definitely,Integrity,Empathy,Inclusivity,2025-09-03T09:11:02.318000Z,2025-09-03T09:34:20.535000Z,,2025-09-03T09:34:20.934450Z,1399,34,Female,White,United Kingdom,Hungary,English,DATA_EXPIRED
